,Unnamed: 0,original_clean,llama_prompt_s,mistral_prompt_s,original,memorability_s,llama_prompt_n,mistral_prompt_n,memorability_n,llama_story,mistral_story,llama_use_s,mistral_use_s,llama_use_n,mistral_use_n
196,196,mike are you aware of this,did you know that I lost my passport?,"Mike, have you read the latest research on neural machine translation?","Mike, are you aware of this?",high,Can we talk about this later?,"Tom, I've made some progress on our project, but I think we might have an issue",high,"Mike and Emma were discussing their plans for the weekend when Mike suddenly received an urgent call from his boss. However, he didn't want to leave Emma without saying something important first.","Mike and Tom work on the same project for their company. They were supposed to present their findings to their boss by the end of the week. However, Mike discovered a critical error in one of their experiments that could affect the whole project.",0.21763808,0.20765685,0.032505006,0.057016402
197,197,she has a web address,Who designed the World Wide Web?,I found her contact details on the company's website.,She has a web address.,high,Do you have any idea where our CEO's social media page is located?,Do you have a phone number where I can reach you directly?,high,"As they sat at the coffee shop, Sarah asked her colleague, Emily, if she knew how to find their boss's online profile. She has a web address.","Tom discovered an old friend from college had started a new business. He was curious about their venture and wanted to learn more. However, he couldn't find any contact information besides her email address: [friend@example.com].",0.21216512,0.20685618,0.2117842,0.21989903
198,198,you have a lot of holes in your plan,I think I've found the solution to my financial problems,I've calculated our company's budget for next year.,You have a lot of holes in your plan.,high,Do you think Sarah would like pizza or burgers?,Do you think we should send out invitations to everyone on Alex's email list?,high,"Emma and Ryan were planning a surprise party for Emma's best friend, Sarah. They decided to have it at Emma's house, but they still needed to figure out the guest list, decorations, and food. However, Sarah was quite particular about her favorite foods and drinks.","Tom and Laura were planning a surprise birthday party for their friend, Alex. However, they had forgotten to invite some important guests, causing Tom to question the validity of their plan. Meanwhile, Laura was unaware of this oversight.",0.06322074,0.09405106,0.17734003,0.16076836
199,199,did you not read my first email,Did you forget to send me the meeting details?,I saw John at the coffee shop this morning,Did you not read my first email?,high,Why didn't you double-check our travel arrangements?,"Hey Lisa, I just wanted to double check if we have a confirmed date for Tom's surprise party?",high,"Alex and Ben had planned a weekend getaway to the mountains. Alex sent Ben all the necessary details via email, but when they met at the station, Ben seemed unsure about the plans.","John and Lisa were planning a surprise party for their mutual friend Tom's birthday. John sent an email to Lisa with the finalized date and venue details. However, when Lisa went to confirm the arrangements with Tom, she found out that he had already been informed of the party through another channel.",0.14010416,0.05473055,0.09694002,0.124289304
200,200,i was planning to attend,Will you be able to attend the meeting tomorrow?,Are you coming to the book club meeting on Sunday?,I was planning to attend.,high,Do you have any plans for the upcoming weekend?,"Hi Tom, I was looking forward to discussing 'To Kill a Mockingbird' with you all at the book club.",high,"Sarah was planning to attend her best friend's wedding next weekend. However, Emily was going out of town on a business trip.","Tom had invited John to his book club meeting next Thursday. But unexpectedly, John received an invitation to attend his brother's wedding on the same day.",0.3556087,0.39775768,0.28269672,0.21617475
201,201,thank you for your prompt reply,How was your day so far?,I've made an appointment for us next week.,Thank you for your prompt reply.,high,Why is it taking so long for Mary to catch up?,"Hi Mark, I hope you're doing well. Did you have a chance to send those documents I requested?",high,Jane and Mark had been going over their daughter's school report when they suddenly realized that she was struggling with her studies. Jane felt frustrated as she wanted to discuss the matter further but Mark was too busy.,"Mark had promised to send Lisa some important documents for her project by the end of the day. But when she contacted him in the late afternoon, he hadn't sent them yet. Lisa was worried and called Mark to ask about it.",0.16052976,0.07406083,0.10905292,0.14998066
202,202,can you wait until monday,I'm still waiting for the project report from you.,I need to discuss an important project with you,Can you wait until Monday?,high,Do you think I could get an update on your schedule?,Can I count on you to help me this weekend?,high,"Emily was eager to share her new project idea with David, but he was busy preparing for his big presentation on Monday. He told Emily that his boss would be present and it wouldn't be a good time to discuss anything.","Tom asked Maria to help him move some heavy furniture on Saturday. However, Maria had plans with her friends and couldn't make it. Tom suggested they reschedule for the following week.",0.08780034,0.05656212,0.19652843,0.18491763
203,203,can you help me here,I'm having trouble with my internet connection. Can you help me here?,I've lost the key to the safe.,Can you help me here?,high,Do you think it will take long to fix my car?,Could you take a look at this error message I'm getting?,high,"Sarah was trying to get her car fixed at the mechanic's shop. However, the mechanic seemed busy and was talking to another customer who had arrived after Sarah.","Tom was trying to set up the new software for his department but kept encountering errors. He looked around for someone who might be able to help. Sarah was working at her desk nearby, engrossed in her reports.",0.18186557,0.148473,0.12006077,0.08767006
204,204,i changed that in one prior draft,did you revise the chapter outline?,I noticed an inconsistency in the character development.,I changed that in one prior draft.,high,How's the review going?,What do you think about changing 'the project will be completed by Friday' to 'we anticipate completing the project by Friday' in your report?,high,"Alex had been working on a project report for weeks. He finally sent it to his colleague, Ben, who reviewed it quickly and found some errors. Alex was relieved when Ben said he would send the corrected version back soon.","Tom was editing an important document late into the night when he realized he had made a mistake in an earlier draft. He recalled that he had changed the wording of a particular sentence while working on it before. Sarah entered the room, asking for his opinion on the report she was writing.",0.1959296,0.04656946,0.05930194,0.22813994
205,205,what is the cost issue,can you order me the new iPhone 13?,"The price of the new iPhone model is quite high, don't you think?",What is the cost issue?,high,I think we're running behind schedule because of all the unexpected expenses.,"Hello, Mark, it's Lisa.",high,"Two colleagues, Alex and Emma, were discussing the launch of their new project. They had already invested a significant amount of time and resources but were still struggling to meet their deadline.","Mark and Lisa were discussing the renovation of their kitchen. They had set a budget but were unsure if they could afford all the changes they wanted. Suddenly, the phone rang.",0.20495173,0.26253587,0.06963135,0.050514765
206,206,i will resend to you,can you resend the meeting invitation to my new phone number?,Can you remind me of the code for our online banking system?,I will resend to you.,high,Did you receive my previous email about the project?,Can I check if you have received the document I sent yesterday?,high,"Sarah had sent an important document to Michael for his feedback. However, she hadn't received any response from him yet.","John had sent an important document to Lisa for review. However, she accidentally deleted it from her email. Realizing her mistake, she promised to resend the document once she retrieved it.",0.2967397,0.20283541,0.23903745,0.31039113
207,207,please send me an email,Can you please send me the contract details by tomorrow?,I forgot the details of our upcoming project meeting.,Please send me an email.,high,Did you get my message about the party plans?,What are your thoughts on our upcoming marketing campaign?,high,"Samantha was planning a surprise party for her friend Emily's birthday. She had already sent out the invitations, but she needed to confirm the details with Emily.","Mike asked Lisa for her opinion on the marketing strategy for their new product. She suggested they discuss it further during their scheduled meeting on Friday. However, Mike was currently traveling and unable to respond via email.",0.14109677,0.084024206,0.119868964,0.097727865
208,208,heres my work email kaymannenroncom,can you send me the quarterly earnings report?,I noticed you mentioned Enron in our last meeting. Could you please provide your work email?,Here's my work email (kay.mann@enron.com).,low,Can we talk about our project timeline?,What's the best way we can keep in touch about this deal outside of email?,low,"Kay Mann was trying to finalize her work project with Andy Fastow. However, Andy was busy responding to emails and didn't have time to discuss the details. Kay decided to leave a note for him.","Kay and Mann were discussing a business deal over email when they realized they needed to communicate more effectively. Kay suggested they exchange contact information for faster communication.
Mann hesitated, unsure if he should share his personal number with a business partner, but eventually agreed.
",0.22633363,0.30625182,0.063240014,0.19836646
209,209,is that enough for this week,can you prioritize the tasks for our project?,I have scheduled 10 meetings for you this week.,Is that enough for this week?,high,"We've completed the report, what's our schedule looking like?",Can we review the utility bills again?,high,"Sarah and Tom had been working on their project for days. They were finally satisfied with the outcome, but they knew they still had to present it at the end of the week.",Mike and Lisa were discussing their monthly household budget. They had covered most expenses but were unsure if they had enough for groceries this week.,0.15338598,0.1286435,0.14414537,0.14216541
210,210,probably wont have anything to tell late tonight,Do you think we'll have time to talk late tonight?,Have you heard the latest news about the political situation in Europe?,Probably won't have anything to tell late tonight.,high,How's your day been so far?,"Hey Lisa, is there a chance we can push back our dinner meeting tonight?",high,"Sarah was feeling exhausted after the long day at work. She had planned to meet her friend Emily for dinner, but Emily would probably won't have anything to tell late tonight.","Mike and Lisa were both working on important projects with tight deadlines. They had planned to discuss their progress with each other over dinner that evening. However, as the day went on, they both realized that they might not have made significant progress by late night.",0.2540808,0.15926407,0.19699869,0.14642775
211,211,im in a meeting until noon,Are you free for lunch today?,Do you have time to discuss the project proposal this afternoon?,I'm in a meeting until noon.,high,Do you have time to talk about your new job?,"Hey Tom, do you have a few minutes to go over some project specifics before your conference call?",high,"Sarah was worried about her friend's recent career change and wanted to discuss it with Alex. However, Alex mentioned he was in the middle of a work commitment.",Tom had scheduled an important conference call with his team at noon. Sarah wanted to discuss some project details with him before the call.,0.34259886,0.31284738,0.2373458,0.2688778
212,212,sorry but im hostage in meeting in 39c1,are you free to grab lunch today?,Have you finished preparing the report for the board meeting?,Sorry but I'm hostage in meeting in 39c1.,low,How's your day going so far?,"Sophie: Hey, where are you? I've just landed.",low,"Alex tried to reach out to Emma to discuss the upcoming project deadline. However, Emma was stuck in a conference room for a crucial meeting.","John was supposed to pick up Sophie from the airport after her business trip. However, he received an unexpected invitation to attend a high-stakes meeting that couldn't be missed. Sophie arrived at the terminal, looking for John, but found him absent.",0.23602194,0.2196207,0.17912936,0.12509215
213,213,please send it to both of us,can you please send the meeting minutes to both of us?,I found an important email with attachments for our project.,Please send it to both of us.,high,Have you received any confirmation from the travel agent yet?,Can you please forward me the contract so I can sign it?,high,Emily and David were planning their joint retirement trip. They had booked a resort and needed to confirm the details with their travel agent. Emily was excited about the trip and couldn't wait to start packing.,Alex and Emily needed to sign an important document for their business venture. They were currently at different locations but both required access to the document.,0.18435822,0.1395559,0.15835181,0.13745117
214,214,issue on post bankruptcy price risk issue remains,Have you reviewed the post-bankruptcy financial reports?,Have you resolved the dispute regarding the post-bankruptcy pricing adjustments?,Issue on post bankruptcy price risk issue remains.,low,Do you think our investment will bounce back?,What do you think about setting a fixed price for our product line after bankruptcy?,low,"After the bankruptcy, Sarah and Michael were struggling to recover from their financial losses. They had taken a significant hit on their assets and were worried about the future. However, an issue on post-bankruptcy price risk remained.","Mark and Lisa are business partners who recently navigated their company through bankruptcy. They are discussing the potential risks of setting prices for their products post-bankruptcy. Despite their best efforts, they have not been able to reach a consensus.",0.20116484,0.23721452,0.18911685,0.4251467
215,215,we are on a plane coming back,Are we almost back in the country?,Have you landed yet?,We are on a plane coming back.,high,How many more hours until we land?,Did you remember to pack everything?,high,"As they sat on the plane, Sarah couldn't help but think about her family's vacation that had just ended. She was relieved to be returning home after a long and tiring trip.",Michael and Lisa were on their way back from a vacation in Hawaii. Michael had forgotten his laptop at the airport security checkpoint.,0.18301547,0.20325384,0.21564466,0.10706818
216,216,finally i would delete the paragraph about lawyers,I'm worried about the lawsuit against me. I've been searching for advice on how to handle it.,The legal documents are lengthy and complicated.,"Finally, I would delete the paragraph about lawyers.",high,What do you think we should focus on revising first?,Should we make a decision on the lawyers' inclusion now?,high,"After reading through the document, Sarah wanted to discuss it with her colleague, Emily, who was an expert in editing. Finally, I would delete the paragraph about lawyers.","John and Sarah had spent hours arguing over the final draft of their report. John wanted to include details about the lawyers who had helped them with the case. However, Sarah felt these details were unnecessary and suggested they be deleted. After much debate, they agreed to table the decision for later.",0.15966393,0.1853382,0.12083134,0.19319975
217,217,also regarding the cash flow from canada,Have you received the financial reports from Canada yet?,The sales from our Canadian branch have significantly improved.,"Also, regarding the cash flow from Canada.",high,Are we on track to meet our quarterly targets?,"Lisa, have we made any decisions on the potential investment in Europe yet?",high,"As the financial year came to a close, Sarah was reviewing the company's cash flow with her colleague, Alex. Also, regarding the cash flow from Canada.","Mark and Lisa were discussing their business expansion plans. They had received some crucial financial information from their Canadian branch but hadn't had a chance to review it thoroughly. Suddenly, Mark received an email regarding an urgent matter that required his immediate attention.",0.34495676,0.21328294,0.063527495,0.13686782
218,218,i am sorry you had to come in,I'm so upset because I just found out my car was towed from the parking garage at work.,I found a key in your coat pocket,I am sorry you had to come in.,high,What's wrong?,Is everything alright? The customers seem frustrated.,high,"As Mark walked into the house, he saw Jane sitting alone on the couch. She looked worried and sad. 'I am sorry you had to come in,' she said softly.","The power went out at the grocery store where Lisa worked as a cashier. Customers had to be let in and checked out manually. Her coworker John arrived to help, but he was soaked from the rain.",0.19279082,0.15855733,0.019102674,0.10125568
219,219,ben could tell him about pompano,Can you recommend a good spot for lunch near the beach?,Have you heard about the best fish dish at the new restaurant?,Ben could tell him about Pompano.,high,How do you plan to handle the unfamiliar waters?,"Hey Ben, I've heard about this great new fishing spot near Pompano Beach. Have you been there before?",high,"Ben was trying to plan a fishing trip with Alex, who had never been to the coast before. Ben could tell him about Pompano.","Ben and Tom were longtime fishing buddies. Tom had heard of a new spot called Pompano Beach that was rumored to have an abundance of fish. Ben, who lived closer, could tell him all about it.",0.19222997,0.19502467,0.13898712,0.4436071
220,220,what enron entity owns the eott gp,What is the primary generator that produces electricity from natural gas in North America?,Do you know which Enron entity manages the EOTT investments?,What Enron entity owns the EOTT GP?,low,Have you got a minute to discuss our partnership?,Do you happen to have that information at hand?,low,"John had been trying to get in touch with Lisa regarding their joint business venture. He finally managed to reach her at the office, but she was preoccupied with a financial deal.","Anne was reviewing the financial records of Enron Corporation when she came across an unusual transaction involving the Entity Ownership Transfer Trust (EOTT). She wanted to know which Enron entity held ownership of the EOTT GP, as it could have significant implications for the company's finances.",0.13776344,0.68622214,0.08839348,0.032550927
221,221,let me know when you get this,Did you remember to pack my bag for the trip tomorrow?,I need you to bring the blue folder from the office.,Let me know when you get this.,high,Have you finished reviewing the proposal?,Have you managed to find a solution to your email problem yet?,high,"Sarah wanted to discuss the project proposal with Tom, but he was on a tight deadline. However, Tom was about to send the document via email.",Michael promised Sarah that he would send her the documents she needed for their business project as soon as possible. But he was having trouble accessing his email account.,0.19599597,0.11388855,0.08117954,0.1857149
222,222,i wanted to go drinking with you,are you free tonight?,Do you fancy trying that new bar down the road?,I wanted to go drinking with you.,high,Did you get a chance to talk to your family about it?,"Hey Tom, how about we grab a drink tonight?",high,"Tom had been looking forward all week to Friday evening with his friend Alex. They had planned to go out and celebrate the end of the workweek. However, Alex was stuck at home dealing with a family issue.",Mike expressed his desire to let go of work stress with Tom over drinks. But Tom was tied up at home taking care of his sick child.,0.19668715,0.14473404,0.07518158,0.19544198
223,223,we dont seem to have any positive income there,We are facing financial difficulties.,I checked our sales report for last month,We don't seem to have any positive income there.,high,How is your new venture going?,What's the current sales figure for product X?,high,"Sarah had been trying to get John's attention for a while to discuss their joint financial situation. However, John was too busy with his new business venture and didn't seem to have the time or resources to devote to it.","John and Lisa had been running their small business for several years, but recently they noticed that their expenses were exceeding their revenue. They reviewed their financial records and discovered that one of their product lines was barely breaking even. John suggested they consider dropping it.",0.1341933,0.080416955,0.19267255,0.17929283
224,224,i will be back friday,Are you attending the team meeting on Friday?,Do you have plans for next week?,I will be back Friday.,high,Are you free tomorrow?,Is it still possible to help you with your move this weekend?,high,"Sarah and Alex had plans to go out on Saturday, but Sarah was busy with work all week. On Thursday, she told Alex that she would be able to take a break from work by Friday.","Mike had promised Tom that he would help him move house on the coming Friday. But then unexpected work commitments came up for Mike, and he knew Tom would have to manage without him.",0.29090917,0.29474902,0.2645711,0.22952205
225,225,please make sure bob kelley is on the list,is Bob Kelley attending the conference?,Let's discuss the attendees for the marketing strategy meeting.,Please make sure Bob Kelley is on the list.,high,How's the guest list coming along?,May I check if Bob Kelley is one of the confirmed attendees for the event?,high,"Sarah checked the guest list for the company party and asked her colleague, John, if he had double-checked that Bob Kelley was invited. John seemed hesitant, but assured Sarah he would take care of it.","The event organizer requested the HR manager to ensure that all invited guests were included in the company's visitor management system. However, she noticed that Bob Kelley's name was missing from the list.",0.32537228,0.13236119,0.12861812,0.33171967
226,226,its not working very well,can you hear me now?,Have you tried updating the app recently?,It's not working very well.,high,Why is this printer taking so long?,Do you think we're close to getting this thing put together?,high,"Sarah tried to fix the broken printer at her office, but it wasn't functioning properly. She was getting frustrated with its slow pace and frequent errors.","James and Lisa were trying to assemble their new bookshelf, but the screws kept falling out whenever they tried to tighten them. They grew frustrated as they worked, but couldn't seem to get it right.",0.057568163,0.21324201,0.18525892,0.046184175
227,227,let him pursue his claims with everyone else,Have you ever encountered someone with an unproven claim?,He insists that he is the rightful heir to the throne.,Let him pursue his claims with everyone else.,low,Do you think we'll be able to resolve this anytime soon?,Mary suggested I wait for the company to make its final decision.,low,"John had been trying to settle an old dispute with his neighbor, David. However, David was too busy dealing with his own family issues and didn't have the time or energy to engage in a heated argument. John decided to let him pursue his claims with everyone else.","John and Tom were both candidates for the same job position. John believed he was more qualified, but Tom had the support of some influential colleagues. Mary, a colleague of John's, overheard their conversation and suggested that John let the decision-making process unfold naturally.",0.15381925,0.22168198,0.0150052,0.084749326
228,228,if not can i call you,Are you free to meet up tomorrow?,"I've lost my way, can you give me directions?",If not can I call you?,high,Do you have some time today?,Is this a good time to talk about the new project?,high,"As they prepared for the weekend, Emily mentioned that she wanted to discuss something with Ryan. However, Ryan was busy at work and wouldn't be free until later in the day.","Tom wanted to discuss some business matters with Lisa, but she was at home taking care of her sick child. 'If not', Tom thought, 'I can send her an email or leave a voicemail.'",0.25032854,0.18517424,0.21015456,0.07809031
229,229,we are still in palacios having a quiet am,Where are we having lunch today?,Did you receive the email about our plans for this weekend?,"We are still in Palacios, having a quiet AM.",low,How did you like the breakfast we had at that quaint café?,Have you finished going through those documents yet?,low,"We are still in Palacios, having a quiet morning. Alex and Emma decided to take a break from their trip to explore the local market.","Michael and Lisa were enjoying their morning coffee at their cabin in Palacios. The quiet town was peaceful and serene, providing a perfect atmosphere for their weekend getaway.",0.24174581,0.12533402,0.19758016,0.07079548
230,230,i also just received my blackberry cool,"I just got my new smartphone, what do you think?",Have you received your new work phone yet?,"I also just received my Blackberry, cool.",low,Have you seen any of the new phone releases?,"Hey Michael, your package came in?",low,"John and Sarah were excited to share their latest gadgets with each other. John had finally gotten his hands on the new Blackberry he had been waiting for. Sarah was impressed and exclaimed 'I also just received my Blackberry, cool.'","Michael and Lisa were excitedly waiting for the arrival of their latest gadgets - new smartphones. Michael had just received an email notification about his Blackberry delivery, but Lisa was still expecting her package.",0.28048474,0.35826567,0.18690124,0.083290145
231,231,do you still need me to sign something,I need you to sign the new contract before 5pm today,I need you to bring your ID for verification at the bank.,Do you still need me to sign something?,high,Are you almost done with the contracts?,"What's the status on the contracts, Lisa?",high,"Sarah had been waiting for Alex to finalize the documents for their new business venture. However, Alex was still tied up with some paperwork at home.","Tom and Lisa were finalizing the details of their business deal. They had almost reached an agreement but needed to sign some documents. Suddenly, Tom's assistant interrupted with important news.",0.1951787,0.19865875,0.19726062,0.14634007
232,232,i will be checking up with lisa,How's Lisa doing after the surgery?,Have you spoken to Mark about the project's deadline?,I will be checking up with Lisa.,high,Have you decided on a new project lead?,Can we arrange a time later today to discuss the project finances?,high,"Samantha was worried about her colleague, David, who had recently changed jobs. She wanted to discuss some important project details with him. However, he mentioned that he would be checking up with Lisa soon.","Tom is concerned about the financial reports for their project and wants to discuss it with Lisa. However, Lisa has been assigned to work on a crucial project with high stakeholders and can't be disturbed.",0.3449738,0.14182967,0.14311615,0.12465326
233,233,i will likely not be available,can you make it to my birthday party tomorrow?,Do you have time for a quick call tonight?,I will likely not be available.,high,Will you still have time to meet up before the wedding?,Can I discuss our project proposal with you before we present it to the team?,high,"Mark was planning to attend his best friend's wedding on Saturday. However, Emily, the bride, had recently sent Mark an email saying that she would likely not be available for a pre-wedding meeting.",Mike asked his colleague Tom for feedback on their joint project proposal. But Tom mentioned that he would be attending an important training session the next day.,0.20954491,0.24058905,0.36761528,0.13216347
234,234,ill meet you at bill sperrys office at 1230,Where are we meeting for the project discussion today?,Let's discuss the Bill Sperry project proposals at his office today.,I'll meet you at Bill Sperry's office at 12:30.,low,How's your day going so far?,Where should we meet to discuss the business matters tomorrow?,low,"John wanted to discuss his latest project with Emily, who was an expert in the field. They agreed to meet at Bill Sperry's office at 12:30.",Tom had an important appointment with his lawyer at Bill Sperry's office. He asked Ann to meet him there to discuss some business matters. Ann was running late but assured Tom she would make it on time.,0.2654413,0.25369036,0.118710786,0.27124715
235,235,how can we get these answers,What do I need to know about quantum entanglement?,The stock market has been volatile lately. Which indices have shown the greatest gains?,How can we get these answers?,high,We need to access the patient's medical history,Can we reach out to some experts for help on these equations?,high,"Dr. Patel and Dr. Kumar were trying to figure out how to improve the patient's condition. However, the hospital's database was not providing them with the necessary information.",Tom and Lisa were working on a research project and had come across some complex mathematical equations they couldn't solve. They needed to find the answers before they could continue with their study.,0.19143322,0.17573385,0.12285973,0.23380916
236,236,can we meet at 330,Are you free to meet today?,I'd like to discuss the project timeline.,Can we meet at 3:30?,high,Did you get my previous message about our meeting?,What time would be good for us to meet tomorrow about the new project?,high,"Sarah wanted to discuss her new project with John, who was an expert in his field. They had scheduled a meeting earlier, but Sarah forgot the exact time.","Anna wanted to discuss her new project proposal with Tom, but he was currently unavailable. Instead, they planned to meet at his office after lunch.",0.31098303,0.09977014,0.20021532,0.3936823
237,237,both of us are still here,are you still in the meeting?,Have you received my email about the meeting tomorrow?,Both of us are still here.,high,How have you been feeling lately?,Sarah: Is there any sign of improvement on this side?,high,"After years of struggling, we finally found the perfect treatment for our health issues. Both of us are still here.","The storm had damaged the old bridge, and many people were worried it would collapse. Two engineers, Sarah and Tom, worked tirelessly to assess the damage. Despite the long hours and hard work, neither of them had given up.",0.22862804,0.15685228,0.14992645,0.04193773
238,238,did you send out a global message from me,did you receive the message i just sent?,I just noticed an unusual email activity from your account.,Did you send out a global message from me?,high,Have you seen the latest update from HR?,Lisa asked me about the status of the upcoming project.,high,"Emily asked her colleague, James, if she had sent out an urgent message on behalf of their company to all employees. However, James was busy preparing for a conference and hadn't checked his email yet.","Tom is the IT manager at his company. He was in charge of sending out an important global message to all employees. However, he couldn't remember if he had already done it. Lisa, a colleague, approached him with a query about the message.",0.19185472,0.13339844,0.0949295,0.075267
239,239,the rest is a byproduct of slapshot,can you explain the concept of entropy?,Have you analyzed the hockey team's power play strategies yet?,The rest is a byproduct of slapshot.,high,What do you think is the secret behind your impressive performance?,Did you ever imagine our slapshots would lead us to where we are today?,high,"After years of playing hockey together, Jack's aggressive shot had earned him the respect of his teammates. His skills on the ice were unmatched, and the rest is a byproduct of slapshot.","Mark and Lisa were former college hockey teammates, now both successful in their business careers. During a reunion game, Mark's powerful slapshot broke a window at the arena. The next day, they met for lunch and discussed their current lives.",0.09031853,0.26193887,0.15006468,0.24647191
240,240,any interest in chatting about a job at ubs,How's the job market in Zurich?,I heard UBS is hiring for new positions,Any interest in chatting about a job at UBS?,low,What's it like working at UBS?,"Hey John, it's good to see you! I heard you work at UBS now. Do you happen to know of any open positions?",low,"Sarah had been searching for a new job and stumbled upon an opening at UBS. She was hesitant to apply but wanted to learn more about the company culture. Alex, one of her colleagues, happened to work there and might be able to provide some valuable insights.","John and Lisa were at a networking event when they ran into each other. Lisa had recently lost her job and was looking for new opportunities, while John worked at UBS in human resources.",0.36321384,0.31553274,0.5181136,0.4038887
241,241,1  number of questions on this,are we still on for the weekend?,How many mathematical problems do you have for me to solve?,1 - number of questions on this.,low,What's been going on?,"What can I help you with regarding your test results, John?",low,"Jane and Mark had been friends since college, but they hadn't talked in a while. Jane wanted to clear up some misunderstandings between them. However, Mark was dealing with a complex problem at work, trying to answer one question after another.","John and Lisa were at the doctor's office waiting for their test results. John had prepared several questions to ask the doctor about their health concerns. However, the doctor was currently attending to an emergency case.",0.121186905,0.25739062,0.03777612,0.12584087
242,242,how soon do you need it,can you send me the updated project report by tomorrow?,I need the report completed for the board meeting tomorrow.,How soon do you need it?,high,Can you give me your estimate on the project timeline?,Do you have some time to go over these reports with me?,high,"Jane was trying to meet Mark's deadline for completing a project. She asked him how soon he needed it, but he wasn't sure himself.",John asked Maria for her help on a project that had a tight deadline. She was currently sorting through a large pile of emails and felt overwhelmed.,0.17772901,0.20956919,0.15031663,0.10199596
243,243,how are things with you,I'm stuck in traffic and I'm going to be late for work,I've just received great news from my doctor,How are things with you?,high,I've tried reaching you several times,"I see you're looking better these days, Lisa",high,"Jane was feeling frustrated with Mark's lack of response to her messages about their daughter, Emma, who had been struggling in school. However, she knew he was busy at work.","Mike and Lisa were both going through challenging times in their personal lives. Mike had lost his job, while Lisa was dealing with a serious health issue. One day, they bumped into each other at the grocery store.",0.05634147,0.061089315,0.07011022,0.073616706
244,244,john can you give konni a call,Did John's mother call today?,I heard Konni mentioned in the news today,"John, can you give Konni a call?",high,Did you get any feedback from the interviewer?,Can I call you back in 10 minutes to discuss Konni's computer issue?,high,"John was worried about his friend Konni's recent job interview and wanted to get an update from her. He knew she was waiting for a call back from the company. John had been busy all day with work, but he really wanted to hear how the interview went.","John was working on an important project at home when Konni called, asking for his help with her computer. However, John was engrossed in his work and couldn't leave his desk.",0.32893533,0.063576505,0.110671304,0.276137
245,245,i guess this is ok if you are,can I crash at your place tonight?,Do you think we should go with the red or blue design for the website?,I guess this is OK if you are.,high,Can I have my turn on the TV soon?,How about we try something completely different this year? What if we rent a cabin in the woods for our vacation?,high,"After a long day at work, Sarah wanted to relax and watch her favorite TV show. However, she had to share the remote control with her roommate, Alex, who was not very keen on watching it.","Tom and Lisa were discussing plans for their upcoming vacation. Lisa suggested they rent a cabin deep in the woods for some peace and quiet. Tom was hesitant, expressing concerns about the lack of modern amenities. Lisa reassured him, saying it would be an adventure and a chance to unplug from technology.",0.18827602,0.15464728,0.10688801,0.114561744
246,246,i am not aware of any,is the new moon visible in the city tonight?,Have you received the latest company financial report?,I am not aware of any.,high,Have you received any information about the upcoming project?,"Hey Lisa, have you heard anything about a potential merger with XYZ Corporation?",high,"Jane had been trying to get Mark's attention for weeks. They needed to discuss the changes happening at their work. However, Mark was not aware of any updates.","Tom and Lisa were colleagues at a finance firm. Tom had heard a rumor about an upcoming company merger but was unsure if it was true. He decided to ask Lisa, who worked in human resources, for information.",0.17080453,0.13622949,0.15306047,0.08587834
247,247,perhaps there was a glitch,did the conference registration system fail again today?,The stock market numbers seem odd today.,Perhaps there was a glitch.,high,Why is your phone behaving so erratically?,What should we do now that the software has crashed? We'll have to start over if we begin troubleshooting.,high,"As they sat down for dinner, Emma noticed that John's phone was acting strangely. Perhaps there was a glitch.","Mark and Emily were working on the company's new project when suddenly their software application crashed. Mark checked the logs, but nothing seemed amiss. Emily suggested they start over, but Mark was reluctant as it would take hours to set everything up again. Perhaps there was a glitch.",0.16772738,0.14600779,0.17671186,0.121136785
248,248,what number should he call you on,I just got the new job and I'm excited to start working with you,"I've found an old phone number in my contacts, let's make sure it's still yours.",What number should he call you on?,high,I think we should clear the air before things get any worse.,What about having that meeting over lunch next week?,high,"After the argument at dinner, Emily wanted to apologize to her brother, Jack. However, he was in his room and didn't answer when she knocked. She decided to leave a message.",John had given Lisa his new mobile number but she couldn't remember it. He suggested they meet for lunch to discuss some business matters.,0.10474666,0.17520809,0.05983507,0.10746713
249,249,we havent sold the us business as yet,are we prepared to list the US subsidiary?,Have you made any decisions about the US division's future?,We haven't sold the US business as yet.,low,Are you considering a restructuring of our assets?,What's the latest on the US business negotiations?,low,"The company's CEO, John, was preparing for the quarterly earnings report and discussed strategy with his CFO, Emily. However, they hadn't yet decided on selling their US business.","John and Lisa were considering expanding their European operations. They had received an offer to sell their US business but were yet to make a decision. However, the potential buyer had expressed urgency in closing the deal.",0.2799536,0.22506195,0.21102181,0.47279444
250,250,ava do we need to worry about this,have you seen the forecast for tonight?,The stock market has experienced a significant drop today.,"Ava, do we need to worry about this?",high,I'm not sure if I should contact him directly,What could have caused this unexpected cost?,high,"Ava and Ryan were trying to finalize their plans for the upcoming festival. However, they had received some concerning news about one of their vendors.",Ava and Tom were looking at the financial reports for their small business. They noticed an unusual expense that they couldn't explain. Tom suggested they investigate further.,0.18002194,0.099866346,0.08556531,0.038344152
